New ID,Vendor,Charge_Date,Cardholder_Agency,PC_Number,Billing_Amount
220695,AMAZON,12/13/2023,Library,PC-191629,171.09
220695,AMAZON,11/20/2023,Library,PC-155309,99.99
240323,AMAZON,8/9/2023,Library,PC-173904,11.98
220695,AMAZON,11/29/2023,Library,PC-259672,67.31
220695,AMAZON,12/8/2023,Library,PC-119810,75.74
220695,AMAZON,12/8/2023,Library,PC-169922,16.11
197136,PAYPAL,9/6/2023,Library,PC-118306,40
197136,AMAZON,5/21/2023,Library,PC-154501,16.92
220695,AMAZON,12/11/2023,Library,PC-110775,69.28
160120,AMAZON,8/1/2023,Library,PC-161936,43.78
213492,AMAZON,11/21/2023,Library,PC-129729,30.08
222574,AMAZON,11/28/2023,Library,PC-211590,14.95
190352,AMAZON,10/31/2023,Library,PC-230588,42.74
240323,AMAZON,9/8/2023,Library,PC-172017,106.86
240323,AMAZON,9/8/2023,Library,PC-172017,12.49
160120,AMAZON,8/1/2023,Library,PC-266662,153.93
160120,AMAZON,7/31/2023,Library,PC-257570,79.84
240323,AMAZON,3/7/2023,Library,PC-213283,24.99
240323,AMAZON,8/3/2023,Library,PC-139543,37.98
222574,AMAZON,11/29/2023,Library,PC-260657,3.97
214427,AMAZON,7/31/2023,Library,PC-178782,121.57
214427,AMAZON,8/8/2023,Library,PC-267882,69.75
197136,AMAZON,10/17/2023,Library,PC-172444,19.78
213492,AMAZON,11/21/2023,Library,PC-261186,27.78
213492,AMAZON,11/21/2023,Library,PC-279330,29.22
213492,AMAZON,11/22/2023,Library,PC-227513,11.99
160120,AMAZON,8/3/2023,Library,PC-210126,38.44
240323,AMAZON,7/2/2023,Library,PC-252767,15.83
240323,AMAZON,7/5/2023,Library,PC-252767,35.42
269531,PAYPAL,2/16/2023,Library,PC-174593,1304.68
239711,AMAZON,8/2/2023,Library,PC-136400,16.82
251349,PAYPAL,8/1/2023,Library,PC-281923,1285.69
239711,AMAZON,2/7/2023,Library,PC-224688,24.99
239711,AMAZON,3/2/2023,Library,PC-256591,323.76
239711,AMAZON,6/20/2023,Library,PC-158103,93.49
239711,AMAZON,3/29/2023,Library,PC-214469,237.5
239711,AMAZON,3/24/2023,Library,PC-214469,281.4
239711,AMAZON,3/26/2023,Library,PC-214469,529.34
239711,PAYPAL,8/1/2023,Library,PC-136400,1881.06
239711,AMAZON,3/16/2023,Library,PC-139220,5.48
239711,AMAZON,2/14/2023,Library,PC-126314,31
239711,AMAZON,2/10/2023,Library,PC-126314,8.99
239711,AMAZON,3/19/2023,Library,PC-221348,12.86
239711,AMAZON,2/11/2023,Library,PC-126314,95.89
239711,AMAZON,3/19/2023,Library,PC-221348,37.67
239711,AMAZON,2/13/2023,Library,PC-126314,142.96
239711,AMAZON,12/8/2023,Library,PC-270196,17.18
239711,AMAZON,8/31/2023,Library,PC-115316,246.44
239711,AMAZON,12/4/2023,Library,PC-209693,43.52
275211,AMAZON,11/1/2023,Library,PC-135055,39.99
140979,AMAZON,10/19/2023,Library,PC-175705,25.73
140979,AMAZON,10/4/2023,Library,PC-124725,-20.35
140979,AMAZON,1/26/2023,Library,PC-214416,14.38
140979,AMAZON,1/26/2023,Library,PC-285098,9.69
275211,AMAZON,10/24/2023,Library,PC-199509,79.03
140979,AMAZON,1/11/2023,Library,PC-297253,73.36
140979,AMAZON,5/8/2023,Library,PC-266782,180.08
140979,AMAZON,1/14/2023,Library,PC-190690,34.3
275211,AMAZON,10/31/2023,Library,PC-136966,9.88
140979,AMAZON,5/2/2023,Library,PC-227078,71.93
140979,AMAZON,5/3/2023,Library,PC-160659,30.07
140979,AMAZON,5/4/2023,Library,PC-233487,-39.95
140979,AMAZON,5/4/2023,Library,PC-227613,-21.6
140979,AMAZON,5/4/2023,Library,PC-165918,98.99
140979,AMAZON,5/7/2023,Library,PC-264874,72.21
140979,AMAZON,5/7/2023,Library,PC-174898,21.77
140979,AMAZON,8/11/2023,Library,PC-142214,160.26
140979,AMAZON,5/1/2023,Library,PC-298186,30.64
140979,AMAZON,5/9/2023,Library,PC-175413,35.52
140979,AMAZON,6/13/2023,Library,PC-162700,54.34
140979,AMAZON,6/7/2023,Library,PC-109531,64.08
140979,AMAZON,10/22/2023,Library,PC-159510,18.3
275211,AMAZON,12/13/2023,Library,PC-123849,45.27
140979,AMAZON,10/25/2023,Library,PC-157784,102.3
131103,AMAZON,12/2/2023,Library,PC-134459,36.51
131103,AMAZON,12/4/2023,Library,PC-134459,188.4
240323,AMAZON,5/24/2023,Library,PC-254101,25.1
140979,AMAZON,1/10/2023,Library,PC-139260,43.96
140979,AMAZON,1/8/2023,Library,PC-225396,99.82
140979,AMAZON,1/7/2023,Library,PC-200982,504.71
140979,AMAZON,1/7/2023,Library,PC-251578,8.98
140979,AMAZON,1/7/2023,Library,PC-172290,18.37
140979,AMAZON,5/26/2023,Library,PC-174447,56.16
140979,AMAZON,9/29/2023,Library,PC-165667,105.99
140979,AMAZON,1/6/2023,Library,PC-246616,16.85
140979,AMAZON,5/30/2023,Library,PC-299965,43.98
131103,AMAZON,12/4/2023,Library,PC-134459,78.28
140979,AMAZON,1/31/2023,Library,PC-221885,29.28
140979,AMAZON,2/4/2023,Library,PC-288912,89.99
140979,AMAZON,2/5/2023,Library,PC-253850,59.99
140979,AMAZON,2/6/2023,Library,PC-183903,32.37
140979,AMAZON,2/6/2023,Library,PC-169797,86.39
140979,AMAZON,4/29/2023,Library,PC-153117,166.84
140979,AMAZON,4/28/2023,Library,PC-105883,56.95
140979,AMAZON,5/12/2023,Library,PC-131992,9.18
140979,AMAZON,5/14/2023,Library,PC-210021,23.84
140979,AMAZON,10/25/2023,Library,PC-170456,87.78
140979,AMAZON,5/16/2023,Library,PC-283250,39.82
140979,AMAZON,8/23/2023,Library,PC-240962,202.54
140979,AMAZON,2/21/2023,Library,PC-156778,148.4
140979,AMAZON,12/3/2023,Library,PC-184711,36.62
140979,AMAZON,12/4/2023,Library,PC-220333,36.84
140979,AMAZON,12/5/2023,Library,PC-202427,239.52
140979,AMAZON,12/6/2023,Library,PC-288267,14.84
140979,AMAZON,12/13/2023,Library,PC-282199,21.94
140979,AMAZON,8/8/2023,Library,PC-213277,13.89
140979,AMAZON,8/8/2023,Library,PC-154081,30.91
140979,AMAZON,8/7/2023,Library,PC-285941,264.57
140979,AMAZON,2/22/2023,Library,PC-102808,134.52
140979,PAYPAL,2/15/2023,Library,PC-212711,100
140979,AMAZON,8/23/2023,Library,PC-180153,14.55
140979,AMAZON,8/27/2023,Library,PC-278997,32.96
140979,AMAZON,9/7/2023,Library,PC-170967,32.73
140979,SQUARE,7/27/2023,Library,PC-134769,300
140979,AMAZON,7/25/2023,Library,PC-256190,12.49
140979,AMAZON,7/25/2023,Library,PC-273654,10.85
140979,AMAZON,7/24/2023,Library,PC-243806,32.55
140979,AMAZON,7/21/2023,Library,PC-256528,73.75
140979,AMAZON,8/22/2023,Library,PC-212630,93.62
140979,AMAZON,7/23/2023,Library,PC-177432,23.97
140979,AMAZON,7/9/2023,Library,PC-101182,9.98
140979,AMAZON,7/17/2023,Library,PC-279741,170.92
140979,AMAZON,5/15/2023,Library,PC-120135,54.55
140979,SQUARE,9/11/2023,Library,PC-223776,100
140979,AMAZON,4/2/2023,Library,PC-237502,43.82
140979,AMAZON,4/2/2023,Library,PC-171739,65.96
140979,AMAZON,4/9/2023,Library,PC-242457,15.74
140979,AMAZON,4/7/2023,Library,PC-130977,55.39
140979,AMAZON,4/25/2023,Library,PC-129051,10.99
140979,AMAZON,9/13/2023,Library,PC-100492,129.31
140979,AMAZON,4/25/2023,Library,PC-143750,10.96
140979,AMAZON,3/21/2023,Library,PC-179858,65.98
140979,AMAZON,3/14/2023,Library,PC-176288,19.78
140979,AMAZON,3/14/2023,Library,PC-249275,88.87
140979,AMAZON,3/14/2023,Library,PC-128922,63.24
140979,AMAZON,3/14/2023,Library,PC-135221,7.9
140979,AMAZON,3/13/2023,Library,PC-234229,130.89
140979,AMAZON,9/14/2023,Library,PC-222670,24.98
140979,AMAZON,9/21/2023,Library,PC-253599,20.35
140979,AMAZON,9/26/2023,Library,PC-181052,8.99
140979,AMAZON,9/21/2023,Library,PC-189600,16.82
140979,AMAZON,4/7/2023,Library,PC-235491,39.95
240932,AMAZON,1/4/2023,Library,PC-230200,26.99
239389,AMAZON,4/6/2023,Library,PC-107981,22.98
194112,AMAZON,6/13/2023,Library,PC-262329,56.97
261849,AMAZON,1/11/2023,Library,PC-118556,12.99
109155,AMAZON,1/14/2023,Library,PC-134540,23.9
153147,AMAZON,11/15/2023,Library,PC-202479,27.69
109155,AMAZON,3/15/2023,Library,PC-273396,19.13
109155,AMAZON,2/14/2023,Library,PC-276960,35.49
190352,AMAZON,8/9/2023,Library,PC-232334,37.56
190352,AMAZON,8/9/2023,Library,PC-217827,17.79
109155,AMAZON,6/30/2023,Library,PC-218720,21.57
109155,AMAZON,6/30/2023,Library,PC-152953,83.46
109155,AMAZON,7/1/2023,Library,PC-201856,53.78
270049,AMAZON,8/4/2023,Library,PC-259046,11.9
130415,AMAZON,7/27/2023,Library,PC-239817,239.99
270049,AMAZON,8/5/2023,Library,PC-259046,26.7
270049,AMAZON,8/7/2023,Library,PC-259046,41.73
109155,AMAZON,2/21/2023,Library,PC-156403,21.76
109155,AMAZON,3/13/2023,Library,PC-244428,13.2
109155,AMAZON,2/21/2023,Library,PC-293160,12.71
182863,AMAZON,12/10/2023,Library,PC-195661,82.59
171522,AMAZON,3/6/2023,Library,PC-185385,135.62
109155,AMAZON,3/21/2023,Library,PC-292838,10.35
168567,AMAZON,10/17/2023,Library,PC-276220,5.49
109155,AMAZON,2/5/2023,Library,PC-122313,11.17
237978,AMAZON,9/24/2023,Library,PC-206901,151.53
109155,AMAZON,5/16/2023,Library,PC-224345,51.32
171522,AMAZON,10/18/2023,Library,PC-178613,15.83
227247,AMAZON,10/2/2023,Library,PC-117077,31.78
227247,AMAZON,9/25/2023,Library,PC-175906,369.68
182863,AMAZON,10/5/2023,Library,PC-109871,21.99
227247,AMAZON,9/25/2023,Library,PC-259896,17.82
270467,AMAZON,10/17/2023,Library,PC-265648,285.06
173716,AMAZON,2/23/2023,Library,PC-233434,341.8
173716,AMAZON,2/22/2023,Library,PC-255020,9.5
173716,AMAZON,2/23/2023,Library,PC-108849,20.89
274500,AMAZON,6/28/2023,Library,PC-274258,301.79
119834,AMAZON,2/20/2023,Library,PC-169666,399.9
248222,SQUARE,8/28/2023,Library,PC-152601,57.68
119834,AMAZON,2/21/2023,Library,PC-162800,69.28
119834,AMAZON,10/8/2023,Library,PC-237081,226.02
270467,AMAZON,12/5/2023,Library,PC-269266,359.36
173716,AMAZON,7/27/2023,Library,PC-155671,188
119834,AMAZON,2/17/2023,Library,PC-294146,199.8
274500,AMAZON,11/3/2023,Library,PC-183646,410.05
240932,AMAZON,7/20/2023,Library,PC-241938,1662.55
173716,AMAZON,9/11/2023,Library,PC-295449,34.3
182863,AMAZON,7/18/2023,Library,PC-277943,56.13
173716,AMAZON,3/9/2023,Library,PC-132046,35.96
240932,AMAZON,7/4/2023,Library,PC-150210,109.42
240932,AMAZON,7/6/2023,Library,PC-150210,200.71
173716,AMAZON,3/5/2023,Library,PC-163560,35.91
173716,AMAZON,3/9/2023,Library,PC-218578,-155
119834,AMAZON,11/6/2023,Library,PC-112964,112.01
274500,AMAZON,11/14/2023,Library,PC-278803,186.66
173716,AMAZON,6/30/2023,Library,PC-157649,64.3
173716,AMAZON,2/15/2023,Library,PC-295058,49.95
173716,AMAZON,6/30/2023,Library,PC-249111,16.89
119834,AMAZON,12/20/2023,Library,PC-218024,34.87
119834,AMAZON,12/20/2023,Library,PC-112446,13.94
119834,AMAZON,10/17/2023,Library,PC-142218,397.88
119834,AMAZON,10/16/2023,Library,PC-271282,65.31
119834,AMAZON,5/23/2023,Library,PC-124156,161
119834,AMAZON,5/21/2023,Library,PC-218810,42.5
119834,AMAZON,5/17/2023,Library,PC-238701,166.08
119834,AMAZON,12/10/2023,Library,PC-123247,203.19
173716,AMAZON,3/1/2023,Library,PC-179260,110
173716,AMAZON,3/1/2023,Library,PC-202540,155
173716,AMAZON,3/1/2023,Library,PC-288355,203.44
173716,AMAZON,12/18/2023,Library,PC-174072,44.5
163251,AMAZON,8/17/2023,Library,PC-129648,12.61
163251,AMAZON,8/16/2023,Library,PC-129648,24.76
274500,AMAZON,8/31/2023,Library,PC-270147,408.92
248222,AMAZON,8/15/2023,Library,PC-283504,5.93
248222,AMAZON,8/15/2023,Library,PC-193913,11.98
173716,AMAZON,6/1/2023,Library,PC-186885,43.58
182863,AMAZON,7/24/2023,Library,PC-170465,-15.88
173716,AMAZON,8/1/2023,Library,PC-211733,29.99
119834,AMAZON,1/12/2023,Library,PC-214273,174.75
248222,AMAZON,10/12/2023,Library,PC-151419,52.42
119834,AMAZON,1/16/2023,Library,PC-216611,12.99
173716,AMAZON,8/2/2023,Library,PC-146706,9.49
248222,AMAZON,12/13/2023,Library,PC-268526,66.4
119834,SQUARE,10/5/2023,Library,PC-183735,28
119834,AMAZON,1/8/2023,Library,PC-249802,23.68
119834,AMAZON,1/1/2023,Library,PC-196352,-22.39
173716,AMAZON,1/22/2023,Library,PC-274398,69.99
274500,AMAZON,7/29/2023,Library,PC-165027,424.97
173716,AMAZON,1/24/2023,Library,PC-100364,11.78
270467,AMAZON,1/24/2023,Library,PC-221533,175.79
270467,AMAZON,7/11/2023,Library,PC-134277,66.45
119834,AMAZON,8/20/2023,Library,PC-229667,50.98
119834,AMAZON,8/26/2023,Library,PC-228177,247.5
119834,AMAZON,8/19/2023,Library,PC-153268,56
173716,AMAZON,2/19/2023,Library,PC-147254,47.17
248222,AMAZON,6/26/2023,Library,PC-183229,157.53
270467,AMAZON,10/4/2023,Library,PC-248404,365.31
270467,AMAZON,7/1/2023,Library,PC-124286,69.29
163251,AMAZON,7/3/2023,Library,PC-225658,97.94
173716,AMAZON,10/15/2023,Library,PC-237212,11.38
280781,AMAZON,11/9/2023,Library,PC-196483,326.65
240932,AMAZON,7/1/2023,Library,PC-112115,391.36
163251,AMAZON,2/2/2023,Library,PC-293312,58.98
119834,AMAZON,7/27/2023,Library,PC-129874,86.04
119834,AMAZON,7/28/2023,Library,PC-128904,19.99
270467,AMAZON,12/22/2023,Library,PC-240699,195.92
119834,AMAZON,7/30/2023,Library,PC-257375,85.99
270467,AMAZON,2/8/2023,Library,PC-135296,297
119834,AMAZON,7/16/2023,Library,PC-253821,35.97
173716,AMAZON,2/6/2023,Library,PC-124633,304.87
173716,AMAZON,2/8/2023,Library,PC-284821,286.55
173716,AMAZON,2/8/2023,Library,PC-128186,22.57
274500,AMAZON,4/15/2023,Library,PC-138282,3.99
163251,AMAZON,3/27/2023,Library,PC-286682,317.35
274500,AMAZON,4/14/2023,Library,PC-295692,35.91
248222,AMAZON,8/5/2023,Library,PC-252709,137.65
173716,AMAZON,9/26/2023,Library,PC-122213,31
119834,AMAZON,9/23/2023,Library,PC-166063,69.28
173716,AMAZON,1/5/2023,Library,PC-268849,158.1
173716,AMAZON,5/18/2023,Library,PC-257147,-72.99
173716,AMAZON,5/15/2023,Library,PC-145552,329.5
119834,AMAZON,9/19/2023,Library,PC-254080,73.44
173716,AMAZON,9/29/2023,Library,PC-182834,-119.95
173716,AMAZON,5/16/2023,Library,PC-249615,72.99
173716,AMAZON,5/19/2023,Library,PC-146824,79.99
119834,AMAZON,12/22/2023,Library,PC-231674,9.58
173716,AMAZON,3/30/2023,Library,PC-255292,14.99
248222,AMAZON,9/21/2023,Library,PC-263284,22.09
280781,AMAZON,9/22/2023,Library,PC-131725,104.93
173716,AMAZON,10/20/2023,Library,PC-226122,54.71
173716,AMAZON,10/23/2023,Library,PC-266285,34.2
173716,AMAZON,3/29/2023,Library,PC-274515,363.75
119834,AMAZON,6/16/2023,Library,PC-267758,10.99
119834,AMAZON,6/15/2023,Library,PC-197887,81.4
119834,AMAZON,6/15/2023,Library,PC-221116,113.94
274500,AMAZON,4/11/2023,Library,PC-297515,39.9
248222,AMAZON,9/21/2023,Library,PC-201688,37.99
173716,AMAZON,9/19/2023,Library,PC-130514,249.75
280781,AMAZON,10/1/2023,Library,PC-188700,72.95
173716,AMAZON,5/17/2023,Library,PC-194706,20.77
240932,AMAZON,6/14/2023,Library,PC-219855,400.06
240932,AMAZON,6/14/2023,Library,PC-219855,185
240932,AMAZON,6/15/2023,Library,PC-219855,113.35
173716,AMAZON,11/19/2023,Library,PC-265157,33.78
274500,AMAZON,4/20/2023,Library,PC-102405,62.45
274500,AMAZON,4/15/2023,Library,PC-187849,307.95
119834,AMAZON,7/13/2023,Library,PC-150993,101.77
119834,AMAZON,7/18/2023,Library,PC-178856,59.95
173716,AMAZON,1/5/2023,Library,PC-275059,39
173716,AMAZON,6/17/2023,Library,PC-265594,14.82
173716,AMAZON,10/24/2023,Library,PC-154423,65.66
119834,AMAZON,4/11/2023,Library,PC-229605,379.84
270467,AMAZON,12/3/2023,Library,PC-172665,129.66
274500,AMAZON,3/21/2023,Library,PC-103407,202.95
280781,AMAZON,4/19/2023,Library,PC-256062,361.3
280781,AMAZON,11/3/2023,Library,PC-204638,1642.82
173716,AMAZON,2/28/2023,Library,PC-298301,27.61
173716,AMAZON,6/7/2023,Library,PC-285559,35.58
173716,AMAZON,6/2/2023,Library,PC-209438,6.99
119834,AMAZON,10/25/2023,Library,PC-136444,75.8
173716,AMAZON,6/8/2023,Library,PC-204276,160.92
119834,AMAZON,6/21/2023,Library,PC-243466,53.3
173716,AMAZON,12/6/2023,Library,PC-163671,70.55
173716,AMAZON,12/2/2023,Library,PC-290307,385.74
280781,AMAZON,11/3/2023,Library,PC-197540,203.94
274500,AMAZON,3/31/2023,Library,PC-108988,246.36
119834,AMAZON,10/31/2023,Library,PC-282327,107.85
274500,AMAZON,5/15/2023,Library,PC-257304,366
119834,AMAZON,3/22/2023,Library,PC-297787,47.09
119834,AMAZON,3/21/2023,Library,PC-174289,119
274500,AMAZON,3/29/2023,Library,PC-275483,61.59
274500,AMAZON,3/29/2023,Library,PC-265244,78
248222,AMAZON,9/21/2023,Library,PC-243958,56.97
280781,AMAZON,11/3/2023,Library,PC-147492,728.25
173716,AMAZON,8/6/2023,Library,PC-278626,16.84
173716,AMAZON,4/25/2023,Library,PC-257585,16.96
173716,AMAZON,8/5/2023,Library,PC-217752,7.91
182863,AMAZON,9/21/2023,Library,PC-165868,302.98
270467,AMAZON,7/25/2023,Library,PC-257142,32.17
274500,AMAZON,3/16/2023,Library,PC-288100,308.22
248222,AMAZON,6/21/2023,Library,PC-244283,10.99
274500,AMAZON,12/19/2023,Library,PC-201461,156.84
119834,AMAZON,8/5/2023,Library,PC-163710,123.06
119834,AMAZON,8/5/2023,Library,PC-146029,44.95
119834,AMAZON,8/20/2023,Library,PC-238384,429.51
119834,AMAZON,4/30/2023,Library,PC-220073,-24.92
274500,AMAZON,4/27/2023,Library,PC-199603,78.55
274500,AMAZON,4/24/2023,Library,PC-223929,13.2
211738,SQUARE,11/16/2023,Library,PC-291013,8
119834,AMAZON,4/30/2023,Library,PC-162068,-52.45
280781,AMAZON,8/6/2023,Library,PC-255141,109.44
274500,AMAZON,5/18/2023,Library,PC-102338,307.95
270467,AMAZON,6/15/2023,Library,PC-247585,173.8
240932,AMAZON,7/10/2023,Library,PC-290121,1645.92
119834,AMAZON,5/14/2023,Library,PC-278610,136.14
119834,AMAZON,5/14/2023,Library,PC-197178,37.9
274500,AMAZON,8/16/2023,Library,PC-154360,363.38
119834,AMAZON,5/11/2023,Library,PC-169722,388.91
182863,AMAZON,7/8/2023,Library,PC-149472,48.35
119834,AMAZON,4/25/2023,Library,PC-296498,21.87
173716,AMAZON,4/28/2023,Library,PC-289081,55
173716,AMAZON,4/29/2023,Library,PC-195966,54.3
274500,AMAZON,6/4/2023,Library,PC-241713,131.84
280781,AMAZON,6/7/2023,Library,PC-145730,266.44
119834,AMAZON,4/26/2023,Library,PC-285300,19.44
274500,AMAZON,9/27/2023,Library,PC-271430,30.13
173716,AMAZON,4/16/2023,Library,PC-110480,7.79
173716,AMAZON,4/19/2023,Library,PC-228959,29.04
163251,AMAZON,8/21/2023,Library,PC-158096,12.95
119834,AMAZON,5/3/2023,Library,PC-118652,284.96
119834,AMAZON,5/8/2023,Library,PC-292741,156.82
119834,SQUARE,5/10/2023,Library,PC-263234,57.68
173716,AMAZON,9/15/2023,Library,PC-158719,34.6
119834,AMAZON,5/10/2023,Library,PC-276659,6.71
248222,AMAZON,9/28/2023,Library,PC-299509,-56.97
248222,AMAZON,9/26/2023,Library,PC-103082,25.99
248222,AMAZON,9/25/2023,Library,PC-176390,-22.09
274500,AMAZON,9/27/2023,Library,PC-110247,406.59
119834,AMAZON,7/20/2023,Library,PC-232099,149.62
173716,AMAZON,9/27/2023,Library,PC-198771,119.95
182863,AMAZON,7/6/2023,Library,PC-149472,137.66
119834,SQUARE,4/26/2023,Library,PC-218812,259.56
119834,AMAZON,4/26/2023,Library,PC-178587,77.37
119834,AMAZON,4/25/2023,Library,PC-123844,77.95
129828,AMAZON,4/21/2023,Library,PC-149373,59.64
264801,SQUARE,4/25/2023,Library,PC-137708,275
129828,AMAZON,8/28/2023,Library,PC-201297,10.95
129828,AMAZON,8/28/2023,Library,PC-201297,38.13
129828,AMAZON,2/7/2023,Library,PC-274671,25
129828,AMAZON,2/6/2023,Library,PC-274671,22.76
129828,AMAZON,6/3/2023,Library,PC-146656,23.15
129828,AMAZON,7/5/2023,Library,PC-146656,189.99
129828,AMAZON,7/19/2023,Library,PC-146656,17.81
129828,AMAZON,7/27/2023,Library,PC-146656,16.42
134214,AMAZON,11/21/2023,Library,PC-287124,45
129828,AMAZON,1/11/2023,Library,PC-274671,73.84
163691,AMAZON,10/20/2023,Library,PC-196859,138.6
129828,AMAZON,1/26/2023,Library,PC-274671,29.21
163691,AMAZON,10/18/2023,Library,PC-196859,435.6
129828,AMAZON,10/22/2023,Library,PC-221935,-37.65
151381,AMAZON,10/13/2023,Library,PC-199680,41.99
129828,AMAZON,10/20/2023,Library,PC-221935,37.65
146310,SQUARE,4/19/2023,Library,PC-239656,42
129828,AMAZON,10/14/2023,Library,PC-221935,449.95
129828,AMAZON,10/16/2023,Library,PC-221935,394.2
287972,PAYPAL,1/19/2023,Library,PC-112041,24
287972,PAYPAL,1/19/2023,Library,PC-112041,24
287972,PAYPAL,10/30/2023,Library,PC-227223,45
287972,PAYPAL,1/19/2023,Library,PC-112041,24
129828,AMAZON,3/25/2023,Library,PC-144541,98.9
129828,AMAZON,3/10/2023,Library,PC-144541,25
129828,AMAZON,4/4/2023,Library,PC-144541,25
129828,AMAZON,3/30/2023,Library,PC-144541,118.7
134214,AMAZON,10/27/2023,Library,PC-160662,30
134214,AMAZON,10/25/2023,Library,PC-160662,265
134214,AMAZON,10/27/2023,Library,PC-160662,25
134214,AMAZON,10/25/2023,Library,PC-160662,210
131103,AMAZON,10/15/2023,Library,PC-227671,46.68
131103,AMAZON,10/13/2023,Library,PC-227671,25.2
151381,AMAZON,10/18/2023,Library,PC-224203,12.96
129828,AMAZON,9/12/2023,Library,PC-273413,125.76
134214,AMAZON,11/9/2023,Library,PC-254061,-45
129828,AMAZON,9/10/2023,Library,PC-273413,295.51
240932,SQUARE,6/7/2023,Library,PC-271489,550
134214,AMAZON,10/27/2023,Library,PC-160662,350
166039,AMAZON,12/21/2023,Library,PC-161590,78.89
182863,AMAZON,12/16/2023,Library,PC-195661,81.98
166039,AMAZON,12/21/2023,Library,PC-148852,62.67
274500,AMAZON,9/9/2023,Library,PC-186884,133.02
271018,SQUARE,10/27/2023,Library,PC-194118,46.75
129828,AMAZON,9/12/2023,Library,PC-273413,62.6
239389,SQUARE,12/15/2023,Library,PC-146324,60.32
129828,AMAZON,7/5/2023,Library,PC-146656,41.29
269531,AMAZON,12/23/2023,Library,PC-299218,49.99
202580,SQUARE,9/9/2023,Library,PC-278286,32.78
129828,AMAZON,6/6/2023,Library,PC-146656,41.19
129828,AMAZON,7/7/2023,Library,PC-146656,31.5
129828,AMAZON,7/19/2023,Library,PC-146656,29.54
129828,AMAZON,6/3/2023,Library,PC-146656,25
100479,AMAZON,11/4/2023,Library,PC-120710,16.34
129828,AMAZON,6/4/2023,Library,PC-146656,270.55
145703,AMAZON,12/5/2023,Library,PC-160343,26.9
145703,AMAZON,12/5/2023,Library,PC-271984,106.02
129828,AMAZON,8/8/2023,Library,PC-201297,21.28
129828,AMAZON,8/1/2023,Library,PC-201297,110.78
129828,AMAZON,7/28/2023,Library,PC-201297,31.3
129828,AMAZON,8/9/2023,Library,PC-201297,67.96
129828,AMAZON,7/28/2023,Library,PC-201297,62.6
129828,AMAZON,8/1/2023,Library,PC-201297,56
129828,AMAZON,8/1/2023,Library,PC-201297,36.57
109155,PAYPAL,3/1/2023,Library,PC-130201,24
237261,PAYPAL,1/6/2023,Library,PC-204824,24
129828,AMAZON,7/5/2023,Library,PC-146656,56
109155,AMAZON,4/16/2023,Library,PC-151881,11.57
109155,AMAZON,12/19/2023,Library,PC-103471,25.99
109155,AMAZON,11/29/2023,Library,PC-264686,73.1
109155,AMAZON,12/20/2023,Library,PC-293719,340.48
109155,AMAZON,11/1/2023,Library,PC-200138,41.36
